algorithm_id,bucket,n,success_mean,success_stdev,success_min,success_max,travel_time_mean,travel_time_stdev,travel_time_min,travel_time_max,hazard_exposure_mean,hazard_exposure_stdev,hazard_exposure_min,hazard_exposure_max,hazard_score_mean,hazard_score_stdev,hazard_score_min,hazard_score_max,steps_mean,steps_stdev,steps_min,steps_max,distance_mean,distance_stdev,distance_min,distance_max,runtime_mean,runtime_stdev,runtime_min,runtime_max,robustness_success,robustness_travel_time,robustness_hazard_exposure,robustness_hazard_score,robustness_steps,robustness_distance,robustness_runtime,failure_counts
DQN@fast_HF,RI5,20,1.0,0.0,1.0,1.0,9.663086080343536,7.668059767731612,2.9328204186162976,22.96336396077744,96.14839006182652,80.05604785836742,24.83701630122347,239.76395279602423,212.90356203173764,197.497699157119,55.373325696343066,573.6572619782951,35.35,44.060498181477705,8.0,116.0,859.8568270184851,668.3644179923605,265.5953790134582,2025.7959235797396,16.434594997554086,21.31440190448623,3.109399985987693,64.00710000889376,,,,,,,,
DQN@fast_HF,all,100,0.87,0.33630343441600474,0.0,1.0,22.130273554718137,15.872893180690264,2.9328204186162976,123.46670260659006,1950.961861498318,2214.7890561064955,24.83701630122347,15590.583512517826,4357.48385379968,4541.930285217051,55.373325696343066,29192.49154924733,45.02298850574713,34.93211051585377,8.0,220.0,6038.278026316911,5634.787275971901,265.5953790134582,40963.77039834185,30.534453999134712,31.16549758541116,3.109399985987693,129.35369997285306,0.8934066839598195,0.6176821577597904,0.2120477634207888,0.23819053896967501,0.7052707393884069,0.39052803557976257,0.63448347306795,timeout=13
DQN@safe_HF,RI1,20,0.9,0.3,0.0,1.0,26.97888192199626,6.051031378712312,14.852524231678863,40.95119325060229,3494.658564572878,964.2163311236718,1659.619361834492,5381.141318497783,7648.432959068369,2037.8459195630885,3848.6501706783897,11998.383685281795,47.27777777777778,8.49709463781301,33.0,63.0,8855.858023804056,1894.16726254575,5056.36130354987,13247.868985142179,26.500524999573827,19.51275901748275,14.077700034249574,83.92449998063967,,,,,,,,
DQN@safe_HF,RI2,20,0.5,0.5,0.0,1.0,35.27681016386828,22.316163762951856,13.91444418169493,94.59062625392811,3689.2073439605474,2030.9124734568168,1368.5485400250564,8089.897822980021,8482.325585710008,4622.812265941105,3129.1761093947994,18657.615022989747,64.0,27.003703449712226,42.0,137.0,11633.40178088572,7847.143458817091,4696.911827065319,33236.974302772775,55.27638999919873,31.869395774130638,13.856600038707256,108.31239999970421,,,,,,,,
DQN@safe_HF,RI3,20,0.65,0.47696960070847283,0.0,1.0,16.307635623046227,4.510698186021549,7.530432339206082,23.838694186797813,1329.3599336047628,454.908508766794,500.8763686757913,2107.0477663525526,3203.1073697683687,1108.1090813622588,1209.40412698169,5175.169628557199,39.46153846153846,7.469068365500527,27.0,49.0,5329.191454910461,1376.264157960184,2595.73168067174,7607.851537543183,45.32098499475978,35.796978782377096,12.904600007459521,108.58290002215654,,,,,,,,
DQN@safe_HF,RI4,20,0.85,0.3570714214271425,0.0,1.0,27.56763186283186,12.709777239128986,11.853254304779128,66.49596678355422,768.000681457776,221.7802215655437,327.5925757379102,1124.4364560887918,1816.657886296097,527.4503485843474,800.9367310040543,2688.6524683142043,54.05882352941177,47.245878236949125,23.0,199.0,4605.197429418324,2393.840797282258,1970.1824954537983,12347.094378525964,31.857724994188175,31.77864736045961,8.133800001814961,116.26790004083887,,,,,,,,
DQN@safe_HF,RI5,20,1.0,0.0,1.0,1.0,5.603503566289214,1.187428150797064,2.715270684976446,7.277214640278088,51.6024621726992,12.670635863207266,16.450037184641094,65.35163531942075,102.38502048738026,26.205732489183685,34.405877904887134,136.863432309146,10.4,1.8547236990991407,6.0,14.0,509.1578463852312,107.16916622040772,254.32412954520103,659.2897478732358,4.81232000165619,0.9876465411015797,2.675499999895692,6.654999975580722,,,,,,,,
DQN@safe_HF,all,100,0.78,0.4142463035441596,0.0,1.0,20.911628876001824,14.81497087289337,2.715270684976446,94.59062625392811,1681.6111226540431,1716.9021152561093,16.450037184641094,8089.897822980021,3808.542684667959,3822.8986967373967,34.405877904887134,18657.615022989747,40.14102564102564,30.994509174175683,6.0,199.0,5557.570056140799,4926.940483389869,254.32412954520103,33236.974302772775,32.75358899787534,32.16992886863705,2.675499999895692,116.26790004083887,0.7685196142914386,0.538105884415155,0.21399928269621682,0.22913194648258106,0.5770483896755291,0.38550206479292914,0.4736904694278822,timeout=22
NNA-AStar-Blind,RI1,20,1.0,0.0,1.0,1.0,26.697630641247372,5.799140535400767,14.852524231678863,38.25316253484455,3343.847332394854,958.204184686402,1659.619361834492,5172.672778855267,7445.857952412497,2096.30130303472,3848.6501706783897,11595.77394894522,48.95,7.838845578272352,33.0,63.0,8824.957425180017,1754.5524670198656,5056.36130354987,12578.348011178978,3.5489250003593042,0.8319828996358003,2.2646000143140554,5.143699992913753,,,,,,,,
NNA-AStar-Blind,RI2,20,0.25,0.4330127018922193,0.0,1.0,19.87002463794114,4.2651496850468416,13.91444418169493,24.989478796839638,1857.408434025625,330.4262039144803,1368.5485400250564,2258.321250416878,4388.488677449844,827.7182471541513,3129.1761093947994,5337.700651026623,49.6,7.310266752998826,42.0,63.0,6747.26674834859,1511.2905280658865,4696.911827065319,8613.316321888178,3.508345002774149,1.2472467287046758,1.1486000148579478,6.202400021720678,,,,,,,,
